4	8.1924E+01	3.2591E+02	7.4064E+02	1.3164E+03	2.0240E+03	2.8053E+03	3.6611E+03	4.5855E+03	5.5725E+03	6.6223E+03	7.7387E+03	8.9227E+03	1.0168E+04	1.1458E+04	1.2771E+04	1.4082E+04	1.5385E+04	1.6715E+04
5	6.9052E+01	2.7469E+02	6.2424E+02	1.1097E+03	1.7219E+03	2.4188E+03	3.1886E+03	4.0256E+03	4.9244E+03	5.8837E+03	6.9046E+03	7.9864E+03	9.1233E+03	1.0302E+04	1.1505E+04	1.2711E+04	1.3913E+04	1.5133E+04
6	5.9939E+01	2.3842E+02	5.4181E+02	9.6322E+02	1.5003E+03	2.1261E+03	2.8242E+03	3.5882E+03	4.4127E+03	5.2955E+03	6.2361E+03	7.2332E+03	8.2811E+03	9.3691E+03	1.0481E+04	1.1600E+04	1.2718E+04	1.3849E+04
7	5.3120E+01	2.1129E+02	4.8016E+02	8.5362E+02	1.3318E+03	1.8979E+03	2.5357E+03	3.2379E+03	3.9993E+03	4.8169E+03	5.6895E+03	6.6151E+03	7.5885E+03	8.6002E+03	9.6364E+03	1.0682E+04	1.1729E+04	1.2785E+04
8	4.7809E+01	1.9015E+02	4.3212E+02	7.6821E+02	1.1995E+03	1.7155E+03	2.3020E+03	2.9514E+03	3.6584E+03	4.4200E+03	5.2341E+03	6.0985E+03	7.0083E+03	7.9550E+03	8.9266E+03	9.9096E+03	1.0895E+04	1.1888E+04
9	4.3546E+01	1.7320E+02	3.9360E+02	6.9973E+02	1.0930E+03	1.5667E+03	2.1093E+03	2.7132E+03	3.3731E+03	4.0859E+03	4.8493E+03	5.6607E+03	6.5155E+03	7.4062E+03	8.3219E+03	9.2504E+03	1.0183E+04	1.1122E+04
10	4.0041E+01	1.5926E+02	3.6191E+02	6.4339E+02	1.0051E+03	1.4430E+03	1.9476E+03	2.5117E+03	3.1305E+03	3.8004E+03	4.5192E+03	5.2841E+03	6.0909E+03	6.9326E+03	7.7993E+03	8.6798E+03	9.5653E+03	1.0457E+04
15	2.8923E+01	1.1503E+02	2.6141E+02	4.6473E+02	7.2613E+02	1.0451E+03	1.4190E+03	1.8438E+03	2.3159E+03	2.8323E+03	3.3908E+03	3.9886E+03	4.6226E+03	5.2879E+03	5.9779E+03	6.6845E+03	7.4002E+03	8.1216E+03
20	2.2928E+01	9.1190E+01	2.0723E+02	3.6841E+02	5.7564E+02	8.2884E+02	1.1272E+03	1.4689E+03	1.8516E+03	2.2732E+03	2.7318E+03	3.2252E+03	3.7508E+03	4.3051E+03	4.8832E+03	5.4789E+03	6.0857E+03	6.6992E+03
25	1.9144E+01	7.6142E+01	1.7303E+02	3.0761E+02	4.8064E+02	6.9211E+02	9.4177E+02	1.2287E+03	1.5516E+03	1.9090E+03	2.2993E+03	2.7209E+03	3.1718E+03	3.6491E+03	4.1491E+03	4.6669E+03	5.1968E+03	5.7345E+03
30	1.6524E+01	6.5719E+01	1.4935E+02	2.6551E+02	4.1485E+02	5.9738E+02	8.1302E+02	1.0613E+03	1.3415E+03	1.6525E+03	1.9933E+03	2.3624E+03	2.7584E+03	3.1789E+03	3.6210E+03	4.0806E+03	4.5531E+03	5.0339E+03
40	1.3115E+01	5.2167E+01	1.1855E+02	2.1076E+02	3.2931E+02	4.7420E+02	6.4543E+02	8.4288E+02	1.0663E+03	1.3151E+03	1.5887E+03	1.8863E+03	2.2069E+03	2.5491E+03	2.9107E+03	3.2890E+03	3.6803E+03	4.0809E+03
50	1.0982E+01	4.3685E+01	9.9274E+01	1.7649E+02	2.7576E+02	3.9709E+02	5.4049E+02	7.0591E+02	8.9324E+02	1.1022E+03	1.3326E+03	1.5837E+03	1.8549E+03	2.1453E+03	2.4534E+03	2.7771E+03	3.1136E+03	3.4598E+03
60	9.5139E+00	3.7849E+01	8.6012E+01	1.5291E+02	2.3892E+02	3.4405E+02	4.6829E+02	6.1163E+02	7.7403E+02	9.5536E+02	1.1554E+03	1.3739E+03	1.6103E+03	1.8639E+03	2.1337E+03	2.4181E+03	2.7149E+03	3.0214E+03
70	8.4396E+00	3.3578E+01	7.6306E+01	1.3566E+02	2.1196E+02	3.0523E+02	4.1545E+02	5.4262E+02	6.8673E+02	8.4770E+02	1.0254E+03	1.2197E+03	1.4301E+03	1.6563E+03	1.8973E+03	2.1521E+03	2.4187E+03	2.6950E+03
80	7.6177E+00	3.0310E+01	6.8878E+01	1.2245E+02	1.9133E+02	2.7551E+02	3.7500E+02	4.8980E+02	6.1989E+02	7.6524E+02	9.2577E+02	1.1013E+03	1.2917E+03	1.4966E+03	1.7152E+03	1.9467E+03	2.1897E+03	2.4420E+03
90	6.9678E+00	2.7727E+01	6.3009E+01	1.1202E+02	1.7503E+02	2.5204E+02	3.4305E+02	4.4807E+02	5.6708E+02	7.0006E+02	8.4698E+02	1.0077E+03	1.1821E+03	1.3699E+03	1.5706E+03	1.7835E+03	2.0073E+03	2.2403E+03
100	6.4406E+00	2.5631E+01	5.8246E+01	1.0355E+02	1.6180E+02	2.3298E+02	3.1712E+02	4.1420E+02	5.2421E+02	6.4716E+02	7.8300E+02	9.3168E+02	1.0931E+03	1.2669E+03	1.4529E+03	1.6504E+03	1.8584E+03	2.0754E+03
150	4.8149E+00	1.9169E+01	4.3561E+01	7.7441E+01	1.2100E+02	1.7424E+02	2.3716E+02	3.0976E+02	3.9205E+02	4.8401E+02	5.8564E+02	6.9693E+02	8.1786E+02	9.4835E+02	1.0883E+03	1.2374E+03	1.3952E+03	1.5609E+03
200	3.9745E+00	1.5828E+01	3.5970E+01	6.3946E+01	9.9916E+01	1.4388E+02	1.9584E+02	2.5579E+02	3.2373E+02	3.9966E+02	4.8359E+02	5.7551E+02	6.7541E+02	7.8326E+02	8.9900E+02	1.0225E+03	1.1536E+03	1.2916E+03
250	3.4615E+00	1.3790E+01	3.1337E+01	5.5710E+01	8.7047E+01	1.2535E+02	1.7061E+02	2.2284E+02	2.8203E+02	3.4819E+02	4.2131E+02	5.0139E+02	5.8843E+02	6.8242E+02	7.8333E+02	8.9109E+02	1.0056E+03	1.1264E+03
300	3.1168E+00	1.2419E+01	2.8223E+01	5.0175E+01	7.8398E+01	1.1289E+02	1.5366E+02	2.0070E+02	2.5401E+02	3.1359E+02	3.7945E+02	4.5157E+02	5.2997E+02	6.1463E+02	7.0554E+02	8.0266E+02	9.0590E+02	1.0150E+03
400	2.6859E+00	1.0709E+01	2.4335E+01	4.3262E+01	6.7597E+01	9.7340E+01	1.3249E+02	1.7305E+02	2.1902E+02	2.7039E+02	3.2717E+02	3.8936E+02	4.5696E+02	5.2996E+02	6.0837E+02	6.9216E+02	7.8129E+02	8.7566E+02
500	2.4309E+00	9.6963E+00	2.2035E+01	3.9173E+01	6.1208E+01	8.8139E+01	1.1997E+02	1.5669E+02	1.9831E+02	2.4483E+02	2.9625E+02	3.5256E+02	4.1377E+02	4.7987E+02	5.5087E+02	6.2675E+02	7.0750E+02	7.9306E+02
600	2.2652E+00	9.0388E+00	2.0541E+01	3.6517E+01	5.7057E+01	8.2163E+01	1.1183E+02	1.4607E+02	1.8487E+02	2.2823E+02	2.7616E+02	3.2865E+02	3.8571E+02	4.4733E+02	5.1351E+02	5.8426E+02	6.5955E+02	7.3935E+02
700	2.1509E+00	8.5857E+00	1.9511E+01	3.4686E+01	5.4197E+01	7.8044E+01	1.0623E+02	1.3875E+02	1.7560E+02	2.1679E+02	2.6232E+02	3.1218E+02	3.6637E+02	4.2491E+02	4.8778E+02	5.5498E+02	6.2651E+02	7.0233E+02
800	2.0689E+00	8.2598E+00	1.8770E+01	3.3369E+01	5.2140E+01	7.5081E+01	1.0219E+02	1.3348E+02	1.6893E+02	2.0856E+02	2.5236E+02	3.0033E+02	3.5247E+02	4.0878E+02	4.6926E+02	5.3391E+02	6.0273E+02	6.7569E+02
900	2.0082E+00	8.0217E+00	1.8229E+01	3.2408E+01	5.0637E+01	7.2917E+01	9.9248E+01	1.2963E+02	1.6406E+02	2.0255E+02	2.4508E+02	2.9167E+02	3.4230E+02	3.9699E+02	4.5573E+02	5.1852E+02	5.8535E+02	6.5622E+02
1000	1.9624E+00	7.8394E+00	1.7815E+01	3.1671E+01	4.9486E+01	7.1260E+01	9.6993E+01	1.2668E+02	1.6034E+02	1.9794E+02	2.3951E+02	2.8504E+02	3.3453E+02	3.8797E+02	4.4538E+02	5.0674E+02	5.7206E+02	6.4132E+02
